client_id,client_account,revenue_in_millions
2836,Apollo Hospitals,429
2837,Amazon,773
2838,Cognizant,457
2839,Reliance,805
2840,Infosys,236
2841,Google,238
2842,Reliance,624
2843,Apollo Hospitals,460
2844,Deloitte,96
2845,ICICI Bank,640
2846,Microsoft,496
2847,Cognizant,213
2848,ICICI Bank,663
2849,Google,133
2850,Cognizant,390
2851,ICICI Bank,570
2852,Apollo Hospitals,566
2853,Flipkart,660
2854,Amazon,768
2855,Infosys,205
2856,Reliance,274
2857,Accenture,244
2858,Google,394
2859,Deloitte,117
2860,Accenture,403
2861,Wipro,462
2862,Nestle,244
2863,Google,255
2864,HDFC Bank,716
2865,Amazon,347
2866,Deloitte,400
2867,ICICI Bank,779
2868,Nestle,589
2869,Microsoft,168
2870,HDFC Bank,638
2871,Infosys,292
2872,Infosys,122
2873,Tata Steel,230
2874,Tata Steel,388
2875,Reliance,542
2876,Amazon,261
2877,Accenture,171
2878,Microsoft,492
2879,Reliance,598
2880,Nestle,293
2881,Nestle,441
2882,HDFC Bank,128
2883,Microsoft,369
2884,Apollo Hospitals,519
2885,Nestle,481
2886,Amazon,357
2887,Apollo Hospitals,829
2888,Wipro,332
2889,Nestle,527
2890,Accenture,268
2891,Apollo Hospitals,371
2892,HDFC Bank,272
2893,Reliance,268
2894,Tata Steel,446
2895,Infosys,609
2896,Deloitte,177
2897,Tata Steel,242
2898,HDFC Bank,197
2899,Microsoft,544
2900,Amazon,430
2901,Deloitte,339
2902,Accenture,132
2903,Accenture,253
2904,Apollo Hospitals,350
2905,Reliance,391
2906,Cognizant,223
2907,Nestle,444
2908,Google,414
2909,Microsoft,514
2910,Reliance,1051
2911,HDFC Bank,556
2912,Cognizant,297
2913,Reliance,175
2914,Flipkart,412
2915,Wipro,243
2916,Google,141
2917,ICICI Bank,118
2918,Reliance,666
2919,Microsoft,609
2920,Apollo Hospitals,716
2921,Wipro,355
2922,Microsoft,412
2923,Accenture,362
2924,Infosys,198
2925,Tata Steel,236
2926,Microsoft,191
2927,Tata Steel,965
2928,ICICI Bank,500
2929,Amazon,691
2930,ICICI Bank,502
2931,ICICI Bank,358
2932,Accenture,182
2933,Tata Steel,622
2934,Nestle,888
2935,Flipkart,197
2936,Reliance,767
2937,Microsoft,211
2938,Deloitte,193
2939,Flipkart,420
2940,Wipro,225
2941,Nestle,356
2942,Reliance,680
2943,Cognizant,528
2944,Nestle,496
2945,Tata Steel,116
2946,Deloitte,524
2947,Apollo Hospitals,263
2948,Tata Steel,739
2949,Amazon,250
2950,ICICI Bank,423
2951,Tata Steel,173
2952,HDFC Bank,791
2953,Accenture,416
2954,Wipro,563
2955,Accenture,239
2956,Apollo Hospitals,216
2957,Infosys,581
2958,Apollo Hospitals,344
2959,Google,148
2960,Flipkart,158
2961,Apollo Hospitals,419
2962,ICICI Bank,669
2963,Google,801
2964,Nestle,194
2965,Cognizant,525
2966,HDFC Bank,585
2967,HDFC Bank,934
2968,Amazon,576
2969,Flipkart,674
2970,Infosys,775
2971,Cognizant,345
2972,Flipkart,71
2973,Reliance,613
2974,Infosys,374
2975,Infosys,782
2976,Apollo Hospitals,570
2977,Wipro,99
2978,Tata Steel,153
2979,Accenture,748
2980,Wipro,931
2981,Tata Steel,272
2982,Reliance,280
2983,Reliance,888
2984,Nestle,108
2985,Tata Steel,172
2986,Deloitte,183
2987,Wipro,81
2988,Deloitte,518
2989,Amazon,260
2990,Apollo Hospitals,790
2991,Nestle,286
2992,Infosys,410
2993,Apollo Hospitals,459
2994,ICICI Bank,249
2995,Accenture,662
2996,Apollo Hospitals,760
2997,Google,554
2998,Cognizant,594
2999,Nestle,250
3000,Flipkart,543
3001,Nestle,787
3002,Tata Steel,396
3003,Infosys,206
3004,Wipro,357
3005,Accenture,261
3006,Tata Steel,710
3007,Wipro,271
3008,Apollo Hospitals,698
3009,HDFC Bank,463
3010,Infosys,679
3011,HDFC Bank,432
3012,Google,385
3013,Nestle,575
3014,Nestle,169
3015,Infosys,321
3016,ICICI Bank,671
3017,Accenture,475
3018,Tata Steel,168
3019,Tata Steel,257
3020,Microsoft,242
3021,Apollo Hospitals,402
3022,Flipkart,719
3023,ICICI Bank,512
3024,Google,171
3025,ICICI Bank,283
3026,Infosys,277
3027,Tata Steel,159
3028,Google,418
3029,ICICI Bank,475
3030,ICICI Bank,261
3031,ICICI Bank,573
3032,Deloitte,192
3033,Nestle,239
3034,ICICI Bank,707
3035,Wipro,313
3036,Cognizant,415
3037,Deloitte,655
3038,Wipro,383
3039,ICICI Bank,461
3040,HDFC Bank,202
3041,Microsoft,440
3042,ICICI Bank,247
3043,HDFC Bank,298
3044,Deloitte,624
3045,Infosys,479
3046,Flipkart,249
3047,Amazon,310
3048,Microsoft,319
3049,ICICI Bank,292
3050,Tata Steel,351
3051,Accenture,233
3052,Apollo Hospitals,660
3053,ICICI Bank,432
3054,Nestle,617
3055,Apollo Hospitals,86
3056,Amazon,316
3057,Microsoft,595
3058,HDFC Bank,303
3059,Apollo Hospitals,579
3060,Reliance,472
3061,Microsoft,966
3062,Deloitte,596
3063,Accenture,564
3064,Infosys,637
3065,Amazon,793
3066,HDFC Bank,400
3067,Accenture,634
3068,Apollo Hospitals,210
3069,HDFC Bank,150
3070,ICICI Bank,323
3071,ICICI Bank,656
3072,Apollo Hospitals,644
3073,Flipkart,770
3074,HDFC Bank,291
3075,Amazon,777
3076,Flipkart,181
3077,Infosys,242
3078,Deloitte,346
3079,Amazon,444
3080,Nestle,97
3081,Amazon,467
3082,HDFC Bank,113
3083,Infosys,381
3084,Flipkart,387
3085,Deloitte,246
3086,Deloitte,778
3087,Apollo Hospitals,165
3088,ICICI Bank,680
3089,Accenture,109
3090,Apollo Hospitals,265
3091,Accenture,663
3092,Flipkart,558
3093,Microsoft,940
3094,Amazon,119
3095,Deloitte,363
3096,ICICI Bank,281
3097,Flipkart,111
3098,Cognizant,145
3099,Amazon,994
3100,Apollo Hospitals,848
3101,Tata Steel,185
3102,Google,252
3103,Wipro,167
3104,Microsoft,693
3105,HDFC Bank,215
3106,Infosys,612
3107,Deloitte,427
3108,Cognizant,624
3109,Nestle,317
3110,Wipro,564
3111,Reliance,428
3112,Reliance,732
3113,Wipro,329
3114,ICICI Bank,396
3115,Deloitte,920
3116,Wipro,536
3117,Infosys,440
3118,Apollo Hospitals,399
3119,ICICI Bank,140
3120,Accenture,394
3121,Amazon,139
3122,Reliance,371
3123,HDFC Bank,219
3124,Flipkart,314
3125,HDFC Bank,586
3126,Cognizant,702
3127,Nestle,668
3128,Reliance,124
3129,Nestle,217
3130,Flipkart,721
3131,Infosys,901
3132,Cognizant,459
3133,Wipro,602
3134,Nestle,692
3135,ICICI Bank,343
3136,Accenture,230
3137,Apollo Hospitals,447
3138,Cognizant,463
3139,Apollo Hospitals,257
3140,Wipro,456
3141,Infosys,312
3142,Amazon,468
3143,Accenture,210
3144,Cognizant,561
3145,Nestle,460
3146,Tata Steel,420
3147,Tata Steel,580
3148,Microsoft,621
3149,Google,746
3150,Reliance,305
3151,Flipkart,171
3152,Cognizant,617
3153,Apollo Hospitals,611
3154,Flipkart,905
3155,Google,1004
3156,Nestle,357
3157,Tata Steel,848
3158,Microsoft,300
3159,Microsoft,667
3160,ICICI Bank,320
3161,Deloitte,590
3162,Apollo Hospitals,966
3163,Apollo Hospitals,702
3164,Nestle,187
3165,Microsoft,737
3166,Cognizant,538
3167,Tata Steel,694
3168,Reliance,211
3169,Microsoft,657
3170,Infosys,125
3171,Reliance,866
3172,Tata Steel,407
3173,Microsoft,325
3174,Microsoft,379
3175,Microsoft,119
3176,Nestle,594
3177,Deloitte,381
3178,Wipro,627
3179,Flipkart,292
3180,HDFC Bank,137
3181,Nestle,773
3182,Cognizant,760
3183,Microsoft,253
3184,Deloitte,726
3185,Reliance,398
3186,ICICI Bank,575
3187,ICICI Bank,290
3188,Apollo Hospitals,588
3189,Infosys,537
3190,Google,271
3191,Google,721
3192,Reliance,589
3193,Apollo Hospitals,277
3194,Tata Steel,268
3195,Infosys,178
3196,Infosys,119
3197,Apollo Hospitals,930
3198,Flipkart,206
3199,Microsoft,849
3200,Deloitte,167
3201,Google,848
3202,Accenture,782
3203,Apollo Hospitals,336
3204,Cognizant,106
3205,Reliance,455
3206,Amazon,795
3207,Cognizant,211
3208,Infosys,152
3209,Flipkart,388
3210,Apollo Hospitals,219
3211,Google,310
3212,Accenture,656
3213,Wipro,348
3214,Reliance,796
3215,Apollo Hospitals,478
3216,Apollo Hospitals,457
3217,Amazon,612
3218,Flipkart,653
3219,Amazon,442
3220,Google,655
3221,Microsoft,222
3222,HDFC Bank,528
3223,Flipkart,890
3224,Deloitte,355
3225,Microsoft,578
3226,Microsoft,465
3227,Deloitte,588
3228,Reliance,368
3229,Google,370
3230,Amazon,224
3231,Cognizant,553
3232,ICICI Bank,1046
3233,Flipkart,323
3234,HDFC Bank,653
3235,Reliance,339
3236,Tata Steel,410
3237,Tata Steel,761
3238,Google,589
3239,Reliance,689
3240,Nestle,473
3241,Microsoft,961
3242,Google,206
3243,Deloitte,263
3244,Amazon,973
3245,Deloitte,300
3246,Infosys,658
3247,Tata Steel,191
3248,Accenture,647
3249,Reliance,133
3250,Reliance,673
3251,HDFC Bank,569
3252,Deloitte,362
3253,Infosys,549
3254,Tata Steel,791
3255,Google,372
3256,Google,187
3257,Nestle,336
3258,ICICI Bank,450
3259,Nestle,1010
3260,HDFC Bank,230
3261,Google,230
3262,Nestle,340
3263,Amazon,521
3264,Flipkart,128
3265,Amazon,786
3266,HDFC Bank,159
3267,ICICI Bank,199
3268,Infosys,1079
3269,Microsoft,298
3270,Tata Steel,645
3271,Cognizant,368
3272,Nestle,662
3273,HDFC Bank,124
3274,ICICI Bank,394
3275,Tata Steel,283
3276,Microsoft,384
3277,Reliance,430
3278,Apollo Hospitals,727
3279,Flipkart,511
3280,Flipkart,505
3281,Wipro,444
3282,HDFC Bank,783
3283,Reliance,584
3284,Microsoft,93
3285,Infosys,593
3286,Reliance,327
3287,ICICI Bank,66
3288,Accenture,219
3289,Deloitte,617
3290,Tata Steel,769
3291,Accenture,363
3292,Microsoft,331
3293,Wipro,791
3294,Microsoft,554
3295,Microsoft,773
3296,Cognizant,974
3297,Amazon,287
3298,Tata Steel,601
3299,Google,728
3300,Google,693
3301,Google,325
3302,Cognizant,1043
3303,Cognizant,176
3304,Amazon,339
3305,Reliance,266
3306,Microsoft,373
3307,Apollo Hospitals,762
3308,Google,326
3309,Apollo Hospitals,634
3310,Microsoft,186
3311,Google,752
3312,Tata Steel,749
3313,Microsoft,1011
3314,Deloitte,330
3315,Nestle,207
3316,Accenture,580
3317,Cognizant,252
3318,Nestle,139
3319,Tata Steel,131
3320,Infosys,361
3321,Infosys,414
3322,Wipro,1032
3323,Nestle,237
3324,Accenture,930
3325,Accenture,584
3326,Accenture,568
3327,HDFC Bank,177
3328,Deloitte,251
3329,Cognizant,671
3330,Cognizant,851
3331,Reliance,678
3332,Tata Steel,584
3333,Microsoft,844
3334,Deloitte,107
3335,Nestle,804
3336,Tata Steel,1002
3337,Reliance,887
3338,Tata Steel,234
3339,Cognizant,537
3340,Nestle,176
3341,Wipro,315
3342,Nestle,413
3343,HDFC Bank,366
3344,Tata Steel,669
3345,Nestle,225
3346,Cognizant,201
3347,Google,562
3348,Apollo Hospitals,293
3349,Nestle,298
3350,HDFC Bank,527
3351,Amazon,477
3352,Google,541
3353,HDFC Bank,551
3354,Deloitte,365
3355,Tata Steel,949
3356,Infosys,338
3357,Accenture,367
3358,Amazon,136
3359,Tata Steel,430
3360,Wipro,406
3361,Infosys,523
3362,Tata Steel,973
3363,Accenture,719
3364,Amazon,268
3365,Wipro,186
3366,Wipro,543
3367,Apollo Hospitals,518
3368,Infosys,403
3369,HDFC Bank,271
3370,Google,461
3371,Flipkart,366
3372,Tata Steel,685
3373,Flipkart,516
3374,Google,451
3375,Reliance,247
3376,Wipro,215
3377,Infosys,146
3378,Amazon,451
3379,Infosys,181
3380,Deloitte,379
3381,Microsoft,450
3382,Cognizant,135
3383,ICICI Bank,920
3384,Wipro,530
3385,Nestle,610
3386,Amazon,443
3387,Cognizant,1024
3388,Tata Steel,174
3389,Deloitte,728
3390,Microsoft,605
3391,ICICI Bank,187
3392,Infosys,777
3393,Cognizant,354
3394,HDFC Bank,234
3395,Wipro,192
3396,Wipro,326
3397,Microsoft,238
3398,Wipro,811
3399,Accenture,346
3400,Apollo Hospitals,1052
3401,Wipro,409
3402,ICICI Bank,490
3403,Flipkart,588
3404,Amazon,305
3405,Tata Steel,359
3406,Nestle,490
3407,Tata Steel,119
3408,Reliance,876
3409,Apollo Hospitals,683
3410,Deloitte,567
3411,Wipro,468
3412,Cognizant,817
3413,Nestle,373
3414,Microsoft,511
3415,Cognizant,200
3416,Tata Steel,596
3417,HDFC Bank,240
3418,Cognizant,287
3419,Wipro,885
3420,Accenture,121
3421,Microsoft,548
3422,Amazon,288
3423,Amazon,240
3424,Wipro,703
3425,Google,408
3426,Nestle,300
3427,Reliance,525
3428,Nestle,848
3429,Reliance,328
3430,ICICI Bank,298
3431,ICICI Bank,163
3432,Amazon,157
3433,Apollo Hospitals,387
3434,ICICI Bank,435
3435,Flipkart,576
3436,Infosys,809
3437,HDFC Bank,327
3438,Accenture,793
3439,Deloitte,359
3440,HDFC Bank,576
3441,Amazon,263
3442,Google,242
3443,Cognizant,174
3444,Accenture,928
3445,Infosys,104
3446,Amazon,842
3447,Flipkart,331
3448,Cognizant,493
3449,Accenture,215
3450,Microsoft,629
3451,Amazon,206
3452,Nestle,522
3453,Amazon,221
3454,Google,186
3455,Flipkart,341
3456,Google,456
3457,Amazon,153
3458,Microsoft,529
3459,Tata Steel,81
3460,Google,403
3461,Wipro,574
3462,HDFC Bank,639
3463,Microsoft,574
3464,Tata Steel,295
3465,Microsoft,293
3466,Reliance,125
3467,Reliance,564
3468,Wipro,380
3469,Tata Steel,316
3470,Google,642
3471,Microsoft,315
3472,Flipkart,534
3473,Infosys,908
3474,Microsoft,336
3475,Nestle,425
3476,ICICI Bank,374
3477,HDFC Bank,158
3478,Accenture,638
3479,Nestle,339
3480,ICICI Bank,415
3481,Amazon,272
3482,Apollo Hospitals,62
3483,Reliance,868
3484,Deloitte,233
3485,Reliance,204
3486,Cognizant,885
3487,Deloitte,108
3488,HDFC Bank,479
3489,Flipkart,630
3490,Wipro,405
3491,Tata Steel,514
3492,ICICI Bank,505
3493,Apollo Hospitals,220
3494,Amazon,470
3495,Infosys,794
3496,HDFC Bank,799
3497,Google,771
3498,Nestle,815
3499,Infosys,791
3500,Cognizant,377
3501,HDFC Bank,388
3502,Infosys,536
3503,Cognizant,465
3504,Apollo Hospitals,721
3505,Apollo Hospitals,308
3506,Amazon,290
3507,Wipro,519
3508,Flipkart,381
3509,Amazon,381
3510,Wipro,1034
3511,Flipkart,258
3512,ICICI Bank,672
3513,Deloitte,626
3514,Cognizant,329
3515,Microsoft,833
3516,Nestle,236
3517,Nestle,563
3518,Wipro,298
3519,Apollo Hospitals,117
3520,Deloitte,530
3521,HDFC Bank,866
3522,Infosys,980
3523,HDFC Bank,301
3524,Infosys,267
3525,ICICI Bank,372
3526,ICICI Bank,821
3527,Wipro,598
3528,Accenture,174
3529,Nestle,221
3530,Google,374
3531,Cognizant,128
3532,Tata Steel,562
3533,Accenture,555
3534,Infosys,390
3535,Apollo Hospitals,1051
3536,Amazon,684
3537,ICICI Bank,587
3538,Microsoft,694
3539,Amazon,269
3540,Cognizant,117
3541,Flipkart,1066
3542,Reliance,271
3543,Cognizant,518
3544,HDFC Bank,579
3545,Flipkart,180
3546,Reliance,798
3547,Flipkart,430
3548,Amazon,251
3549,Deloitte,386
3550,Infosys,448
3551,Reliance,355
3552,Cognizant,150
3553,Wipro,421
3554,Wipro,363
3555,Google,346
3556,Amazon,338
3557,Deloitte,716
3558,ICICI Bank,526
3559,Deloitte,741
3560,Accenture,200
3561,Tata Steel,590
3562,HDFC Bank,515
3563,Amazon,364
3564,Tata Steel,751
3565,Wipro,840
3566,Infosys,628
3567,Amazon,562
3568,Deloitte,735
3569,Reliance,677
3570,Wipro,553
3571,Flipkart,665
3572,Microsoft,455
3573,Microsoft,458
3574,Microsoft,152
3575,Reliance,502
3576,Google,641
3577,ICICI Bank,515
3578,Apollo Hospitals,138
3579,Cognizant,914
3580,Microsoft,324
3581,Accenture,295
3582,Tata Steel,403
3583,Nestle,971
3584,Infosys,543
3585,Flipkart,379
3586,ICICI Bank,127
3587,Microsoft,670
3588,ICICI Bank,153
3589,Google,223
3590,Reliance,278
3591,Apollo Hospitals,1054
3592,Flipkart,447
3593,Infosys,625
3594,Infosys,156
3595,Wipro,1056
3596,HDFC Bank,1088
3597,Wipro,960
3598,Tata Steel,237
3599,Amazon,841
3600,Amazon,1003
3601,Cognizant,438
3602,Deloitte,522
3603,Flipkart,508
3604,Google,181
3605,Nestle,881
3606,Microsoft,715
3607,Microsoft,424
3608,Microsoft,1070
3609,Reliance,1003
3610,Reliance,541
3611,Wipro,505
3612,Google,527
3613,Reliance,434
3614,Google,581
3615,Wipro,166
3616,Amazon,651
3617,Deloitte,256
3618,HDFC Bank,497
3619,Flipkart,187
3620,Deloitte,725
3621,Microsoft,804
3622,Apollo Hospitals,682
3623,Wipro,516
3624,Infosys,510
3625,Infosys,272
3626,Microsoft,214
3627,Infosys,476
3628,Apollo Hospitals,791
3629,Google,154
3630,Nestle,524
3631,Apollo Hospitals,248
3632,Nestle,529
3633,Reliance,446
3634,Accenture,678
3635,Nestle,308
3636,ICICI Bank,639
3637,Wipro,693
3638,Reliance,422
3639,Infosys,430
3640,Microsoft,551
3641,Nestle,591
3642,Microsoft,639
3643,Microsoft,280
3644,Google,281
3645,Cognizant,164
3646,Wipro,170
3647,ICICI Bank,355
3648,Flipkart,333
3649,Wipro,503
3650,Tata Steel,473
3651,Infosys,473
3652,Nestle,112
3653,Nestle,93
3654,Apollo Hospitals,162
3655,Cognizant,779
3656,Accenture,569
3657,ICICI Bank,157
3658,Google,767
3659,Apollo Hospitals,729
3660,Amazon,235
3661,HDFC Bank,102
3662,Accenture,349
3663,Infosys,646
3664,ICICI Bank,614
3665,Amazon,143
3666,ICICI Bank,132
3667,Accenture,684
3668,Nestle,577
3669,Nestle,383
3670,Accenture,455
3671,Cognizant,220
3672,Wipro,275
3673,HDFC Bank,982
3674,Apollo Hospitals,652
3675,Microsoft,135
3676,Accenture,372
3677,Apollo Hospitals,476
3678,Flipkart,421
3679,Infosys,542
3680,Wipro,235
3681,Reliance,586
3682,Nestle,325
3683,Cognizant,534
3684,Apollo Hospitals,1037
3685,ICICI Bank,284
3686,Amazon,1055
3687,ICICI Bank,503
3688,Reliance,554
3689,Nestle,505
3690,Cognizant,262
3691,Reliance,1066
3692,Cognizant,165
3693,Flipkart,173
3694,Apollo Hospitals,957
3695,Deloitte,67
3696,Cognizant,316
3697,Deloitte,467
3698,Flipkart,705
3699,Deloitte,591
3700,Nestle,484
3701,Tata Steel,703
3702,Amazon,302
3703,Amazon,336
3704,Wipro,591
3705,Google,222
3706,Cognizant,554
3707,Apollo Hospitals,629
3708,Nestle,393
3709,Flipkart,486
3710,Accenture,209
3711,Flipkart,572
3712,Microsoft,637
3713,Reliance,176
3714,HDFC Bank,728
3715,Amazon,1028
3716,Microsoft,198
3717,Apollo Hospitals,422
3718,Reliance,518
3719,Amazon,598
3720,Accenture,410
3721,Amazon,559
3722,Cognizant,240
3723,Tata Steel,422
3724,Microsoft,250
3725,HDFC Bank,756
3726,ICICI Bank,327
3727,Tata Steel,134
3728,Infosys,432
3729,Deloitte,229
3730,Tata Steel,854
3731,Google,103
3732,Amazon,418
3733,Google,544
3734,Deloitte,813
3735,HDFC Bank,353
3736,Amazon,578
3737,Microsoft,301
3738,Microsoft,577
3739,Infosys,547
3740,Flipkart,377
3741,HDFC Bank,426
3742,Wipro,395
3743,Google,350
3744,Flipkart,284
3745,Wipro,658
3746,Infosys,126
3747,Flipkart,744
3748,Accenture,482
3749,Accenture,642
3750,HDFC Bank,206
3751,Google,369
3752,Google,724
3753,Google,486
3754,Tata Steel,368
3755,Apollo Hospitals,504
3756,Google,516
3757,Tata Steel,511
3758,Deloitte,201
3759,Google,398
3760,Deloitte,685
3761,Nestle,453
3762,HDFC Bank,94
3763,Flipkart,710
3764,Deloitte,538
3765,Wipro,583
3766,Nestle,174
3767,Deloitte,419
3768,Tata Steel,735
3769,HDFC Bank,717
3770,Tata Steel,757
3771,Cognizant,762
3772,Infosys,553
3773,Infosys,723
3774,Wipro,540
3775,ICICI Bank,501
3776,HDFC Bank,368
3777,Apollo Hospitals,491
3778,Infosys,111
3779,HDFC Bank,643
3780,Google,229
3781,Google,170
3782,Nestle,419
3783,Infosys,289
3784,ICICI Bank,430
3785,Cognizant,157
3786,Amazon,372
3787,ICICI Bank,410
3788,Apollo Hospitals,924
3789,Apollo Hospitals,190
3790,Reliance,406
3791,Deloitte,303
3792,Reliance,202
3793,Reliance,152
3794,Nestle,219
3795,Reliance,617
3796,Reliance,530
3797,ICICI Bank,347
3798,Tata Steel,811
3799,Wipro,512
3800,Cognizant,544
3801,Google,409
3802,Accenture,500
3803,ICICI Bank,685
3804,Accenture,246
3805,Microsoft,625
3806,Tata Steel,887
3807,Flipkart,571
3808,Reliance,573
3809,Microsoft,434
3810,Apollo Hospitals,218
3811,Reliance,412
3812,Flipkart,739
3813,Apollo Hospitals,589
3814,Flipkart,383
3815,Tata Steel,1020
3816,Amazon,399
3817,Cognizant,444
3818,Deloitte,575
3819,Reliance,713
3820,HDFC Bank,451
3821,Deloitte,281
3822,Flipkart,780
3823,Amazon,558
3824,Nestle,592
3825,Reliance,574
3826,Tata Steel,152
3827,ICICI Bank,1067
3828,HDFC Bank,216
3829,Apollo Hospitals,404
3830,Tata Steel,639
3831,Reliance,102
3832,Cognizant,670
3833,Google,639
3834,Flipkart,407
3835,Accenture,271
3836,Microsoft,398
3837,Accenture,63
3838,Deloitte,700
3839,Nestle,422
3840,Wipro,486
3841,ICICI Bank,238
3842,Google,200
3843,HDFC Bank,257
3844,Reliance,1017
3845,Apollo Hospitals,442
3846,Flipkart,592
3847,Nestle,104
3848,Infosys,395
3849,ICICI Bank,115
3850,Nestle,407
3851,Wipro,254
3852,Deloitte,402
3853,Wipro,121
3854,Reliance,569
3855,Deloitte,316
3856,Tata Steel,995
3857,HDFC Bank,897
3858,Nestle,203
3859,HDFC Bank,162
3860,Nestle,433
3861,Google,195
3862,Reliance,181
3863,Accenture,637
3864,Microsoft,501
3865,Cognizant,140
3866,Flipkart,455
3867,Apollo Hospitals,810
3868,Microsoft,1037
3869,Google,235
3870,Nestle,517
3871,Reliance,276
3872,Accenture,276
3873,Reliance,179
3874,Wipro,499
3875,Tata Steel,179
3876,Tata Steel,333
3877,ICICI Bank,269
3878,Deloitte,944
3879,Accenture,664
3880,Google,472
3881,HDFC Bank,835
3882,Flipkart,633
3883,Infosys,741
3884,Deloitte,452
3885,Wipro,607
3886,Nestle,153
3887,HDFC Bank,722
3888,Wipro,134
3889,Reliance,974
3890,Tata Steel,640
3891,Infosys,713
3892,Reliance,964
3893,Microsoft,1068
3894,Google,734
3895,Tata Steel,109
3896,Tata Steel,395
3897,Infosys,334
3898,Nestle,78
3899,Amazon,132
3900,Microsoft,167
3901,Flipkart,1068
3902,Accenture,750
3903,Flipkart,484
3904,HDFC Bank,74
3905,Accenture,754
3906,Wipro,252
3907,Deloitte,905
3908,Amazon,654
3909,Nestle,292
3910,Google,491
3911,Tata Steel,146
3912,Infosys,1055
3913,Flipkart,154
3914,Microsoft,539
3915,Infosys,109
3916,HDFC Bank,293
3917,Wipro,972
3918,Infosys,404
3919,HDFC Bank,441
3920,Deloitte,439
3921,Amazon,227
3922,Tata Steel,502
3923,Tata Steel,175
3924,Apollo Hospitals,891
3925,Tata Steel,466
3926,Amazon,286
3927,Tata Steel,653
3928,Infosys,139
3929,Flipkart,833
3930,ICICI Bank,513
3931,Infosys,316
3932,HDFC Bank,798
3933,Reliance,361
3934,Microsoft,542
3935,Accenture,355
3936,Flipkart,410
3937,Deloitte,477
3938,Amazon,760
3939,Cognizant,169
3940,Amazon,574
3941,ICICI Bank,222
3942,Tata Steel,683
3943,Infosys,629
3944,Tata Steel,362
3945,Wipro,496
3946,Apollo Hospitals,508
3947,Amazon,1023
3948,Infosys,335
3949,Apollo Hospitals,856
3950,ICICI Bank,445
3951,Wipro,133
3952,Microsoft,158
3953,Accenture,840
3954,Cognizant,629
3955,Infosys,301
3956,Infosys,259
3957,Microsoft,166
3958,Wipro,672
3959,ICICI Bank,457
3960,Wipro,272
3961,ICICI Bank,628
3962,Reliance,279
3963,Reliance,655
3964,HDFC Bank,370
3965,Apollo Hospitals,421
3966,Accenture,428
3967,Apollo Hospitals,390
3968,Cognizant,198
3969,Apollo Hospitals,150
3970,Deloitte,318
3971,Tata Steel,930
3972,Accenture,405
3973,Infosys,400
3974,Google,531
3975,Reliance,237
3976,Apollo Hospitals,325
3977,Wipro,113
3978,Microsoft,555
3979,Reliance,357
3980,Cognizant,535
3981,HDFC Bank,292
3982,ICICI Bank,744
3983,Microsoft,281
3984,Amazon,761
3985,Microsoft,415
3986,Reliance,311
3987,Deloitte,271
3988,Deloitte,811
3989,Apollo Hospitals,701
3990,Flipkart,591
3991,ICICI Bank,209
3992,Accenture,478
3993,Infosys,141
3994,Nestle,415
3995,HDFC Bank,718
3996,Cognizant,414
3997,Apollo Hospitals,250
3998,Apollo Hospitals,667
3999,ICICI Bank,554
4000,Apollo Hospitals,385
4001,Wipro,651
4002,Microsoft,560
4003,Reliance,242
4004,Apollo Hospitals,388
4005,ICICI Bank,460
4006,Wipro,822
4007,Microsoft,133
4008,Cognizant,565
4009,Deloitte,808
4010,HDFC Bank,294
4011,Wipro,249
4012,Apollo Hospitals,767
4013,Flipkart,568
4014,Google,220
4015,Deloitte,546
4016,Cognizant,137
4017,Amazon,101
4018,Accenture,93
4019,Google,254
4020,Amazon,298
4021,Deloitte,253
4022,ICICI Bank,223
4023,Tata Steel,662
4024,Flipkart,789
4025,Infosys,221
4026,Flipkart,957
4027,Deloitte,345
4028,Nestle,355
4029,Google,357
4030,Cognizant,614
4031,Tata Steel,528
4032,Infosys,303
4033,Deloitte,230
4034,Wipro,228
4035,Deloitte,1044
4036,Microsoft,699
4037,Nestle,798
4038,Apollo Hospitals,836
4039,Tata Steel,616
4040,Amazon,619
4041,Accenture,144
4042,Tata Steel,340
4043,ICICI Bank,482
4044,HDFC Bank,193
4045,Flipkart,320
4046,Tata Steel,707
4047,Nestle,348
4048,Deloitte,826
4049,Google,513
4050,Infosys,154
4051,Apollo Hospitals,324
4052,Deloitte,278
4053,Google,448
4054,Nestle,337
4055,Wipro,504
4056,Tata Steel,258
4057,Tata Steel,343
4058,Microsoft,273
4059,Wipro,114
4060,Apollo Hospitals,434
4061,Infosys,456
4062,Google,706
4063,Reliance,914
4064,Accenture,694
4065,Deloitte,86
4066,Flipkart,293
4067,Accenture,415
4068,Cognizant,391
4069,Amazon,193
4070,Wipro,510
4071,HDFC Bank,341
4072,Tata Steel,150
4073,Microsoft,565
4074,Accenture,224
4075,Microsoft,688
4076,Amazon,819
4077,ICICI Bank,271
4078,HDFC Bank,656
4079,Tata Steel,539
4080,Flipkart,699
4081,Microsoft,201
4082,Cognizant,374
4083,ICICI Bank,492
4084,HDFC Bank,178
4085,Flipkart,888
4086,Accenture,245
4087,Flipkart,133
4088,Reliance,227
4089,Infosys,195
4090,Accenture,262
4091,Infosys,310
4092,Google,335
4093,Nestle,347
4094,Nestle,471
4095,Accenture,947
4096,HDFC Bank,782
4097,Deloitte,338
4098,Wipro,855
4099,Accenture,787
